,State,Male,Female,Black,Hispanic/Latino,White + BA/BS,White + No BA/BS,Republican,Democrat,Independent,65+,Candidate,Pre Pollster,Post Pollster
0,Alabama,0.06999999999999995,-0.010000000000000009,0.050000000000000044,,-0.034999999999999976,-0.03,-0.009999999999999998,0.0,0.03999999999999998,-0.06999999999999998,Biden,SurveyMonkey,Edison
1,Alabama,-0.040000000000000036,0.06999999999999995,0.039999999999999994,,0.04500000000000004,0.06499999999999995,0.030000000000000027,0.030000000000000002,0.16999999999999998,0.10999999999999999,Trump,SurveyMonkey,Edison
2,Arizona,0.07999999999999996,-0.040000000000000036,,0.020000000000000018,0.15000000000000002,0.024999999999999967,0.039999999999999994,0.010000000000000009,0.040000000000000036,0.020000000000000018,Biden,SurveyMonkey,Edison
3,Arizona,-0.050000000000000044,0.07999999999999996,,0.04999999999999999,-0.08000000000000002,-0.0050000000000000044,-0.020000000000000018,0.009999999999999998,0.19,0.010000000000000009,Trump,SurveyMonkey,Edison
4,California,0.08999999999999997,-0.030000000000000027,0.019999999999999907,0.10999999999999999,-0.07499999999999996,-0.07999999999999996,0.03,0.010000000000000009,0.06999999999999995,0.0,Biden,SurveyMonkey,Edison
5,California,-0.06,0.06999999999999995,0.009999999999999981,-0.04000000000000001,0.09499999999999997,0.11499999999999999,0.0,0.0,0.13999999999999999,0.02999999999999997,Trump,SurveyMonkey,Edison
6,Colorado,0.020000000000000018,0.0,,-0.050000000000000044,0.015000000000000013,0.07,0.030000000000000006,0.010000000000000009,0.07000000000000006,0.039999999999999925,Biden,SurveyMonkey,Edison
7,Colorado,0.0,0.02999999999999997,,0.08000000000000002,-0.0050000000000000044,-0.015000000000000013,-0.020000000000000018,0.01,0.15000000000000002,0.0,Trump,SurveyMonkey,Edison
8,Florida,0.040000000000000036,-0.020000000000000018,0.07999999999999996,-0.020000000000000018,-0.10000000000000003,0.0050000000000000044,0.020000000000000004,-0.010000000000000009,0.040000000000000036,-0.010000000000000009,Biden,SurveyMonkey,Edison
9,Florida,0.0,0.07,-0.009999999999999995,0.08000000000000002,0.13999999999999996,0.040000000000000036,0.010000000000000009,0.030000000000000002,0.19,0.06000000000000005,Trump,SurveyMonkey,Edison
10,Georgia,0.02999999999999997,0.020000000000000018,0.010000000000000009,0.09999999999999998,-0.02999999999999997,-0.03,0.019999999999999997,0.0,0.010000000000000009,0.010000000000000009,Biden,SurveyMonkey,Edison
11,Georgia,0.0,0.030000000000000027,0.05,-0.010000000000000009,0.06500000000000006,0.06500000000000006,0.0,0.03,0.23,0.030000000000000027,Trump,SurveyMonkey,Edison
12,Iowa,0.040000000000000036,-0.030000000000000027,0.09999999999999998,0.10999999999999999,-0.06999999999999995,0.0,0.030000000000000006,-0.019999999999999907,0.09000000000000002,-0.04999999999999999,Biden,SurveyMonkey,Edison
13,Iowa,-0.020000000000000018,0.08999999999999997,-0.060000000000000026,0.02999999999999997,0.08500000000000002,0.04999999999999993,-0.009999999999999898,0.04000000000000001,0.18,0.09000000000000002,Trump,SurveyMonkey,Edison
14,Kentucky,0.04999999999999999,-0.06,-0.10000000000000009,,-0.08000000000000002,0.0050000000000000044,0.0,-0.030000000000000027,0.0,-0.04999999999999999,Biden,SurveyMonkey,Edison
15,Kentucky,-0.050000000000000044,0.10999999999999999,0.13,,0.10000000000000003,0.02499999999999991,0.010000000000000009,0.06,0.25000000000000006,0.07999999999999996,Trump,SurveyMonkey,Edison
16,Maine,-0.09000000000000002,0.0,,,-0.04499999999999993,-0.04999999999999999,0.01999999999999999,-0.020000000000000018,0.10999999999999999,-0.030000000000000027,Biden,SurveyMonkey,Edison
17,Maine,0.07,0.030000000000000027,,,0.065,0.050000000000000044,-0.010000000000000009,0.020000000000000004,0.04999999999999999,0.050000000000000044,Trump,SurveyMonkey,Edison
18,Michigan,0.010000000000000009,0.019999999999999907,0.09000000000000008,-0.010000000000000009,-0.06999999999999995,0.0050000000000000044,0.019999999999999997,0.010000000000000009,0.07,0.020000000000000018,Biden,SurveyMonkey,Edison
19,Michigan,0.030000000000000027,0.04999999999999999,-0.03,0.07,0.11000000000000004,0.05999999999999994,0.009999999999999898,0.009999999999999998,0.19,0.03999999999999998,Trump,SurveyMonkey,Edison
20,Minnesota,0.02999999999999997,-0.030000000000000027,0.09999999999999998,0.039999999999999925,-0.050000000000000044,-0.010000000000000009,0.04,-0.020000000000000018,0.08000000000000007,-0.09999999999999998,Biden,SurveyMonkey,Edison
21,Minnesota,-0.010000000000000009,0.07999999999999996,-0.04000000000000001,0.04999999999999999,0.065,0.05999999999999994,-0.029999999999999916,0.03,0.15000000000000002,0.14,Trump,SurveyMonkey,Edison
22,Montana,-0.03999999999999998,0.0,,,-0.08999999999999997,-0.004999999999999949,0.039999999999999994,-0.020000000000000018,-0.02999999999999997,-0.02999999999999997,Biden,SurveyMonkey,Edison
23,Montana,0.050000000000000044,0.050000000000000044,,,0.12,0.030000000000000027,-0.039999999999999925,0.019999999999999997,0.23000000000000004,0.07000000000000006,Trump,SurveyMonkey,Edison
24,North Carolina,0.030000000000000027,-0.010000000000000009,0.06000000000000005,0.019999999999999907,-0.08999999999999997,-0.08499999999999999,0.0,0.010000000000000009,0.020000000000000018,-0.07999999999999996,Biden,SurveyMonkey,Edison
25,North Carolina,0.0,0.06,0.0,0.04999999999999999,0.11499999999999999,0.12,0.020000000000000018,0.009999999999999998,0.18,0.10999999999999999,Trump,SurveyMonkey,Edison
26,New Hampshire,0.009999999999999953,-0.050000000000000044,,,-0.03500000000000003,-0.02999999999999997,0.04000000000000001,-0.040000000000000036,0.12,-0.019999999999999907,Biden,SurveyMonkey,Edison
27,New Hampshire,0.030000000000000027,0.09000000000000002,,,0.065,0.07500000000000007,-0.010000000000000009,0.049999999999999996,0.08999999999999997,0.04999999999999999,Trump,SurveyMonkey,Edison
28,Nevada,0.050000000000000044,0.020000000000000018,0.030000000000000027,0.030000000000000027,-0.030000000000000027,0.015000000000000013,0.0,0.010000000000000009,0.04999999999999999,0.0,Biden,SurveyMonkey,Edison
29,Nevada,-0.030000000000000027,0.020000000000000018,0.03,0.009999999999999953,0.044999999999999984,0.025000000000000022,0.009999999999999898,0.020000000000000004,0.16999999999999998,0.040000000000000036,Trump,SurveyMonkey,Edison
30,New York,0.06999999999999995,-0.050000000000000044,0.08999999999999997,0.07000000000000006,-0.07999999999999996,-0.05499999999999999,0.09999999999999999,0.020000000000000018,0.07999999999999996,-0.10999999999999999,Biden,SurveyMonkey,Edison
31,New York,-0.019999999999999962,0.10999999999999999,-0.020000000000000004,0.010000000000000009,0.09000000000000002,0.10999999999999999,-0.06999999999999995,0.009999999999999998,0.18000000000000002,0.13999999999999996,Trump,SurveyMonkey,Edison
32,National,0.020000000000000018,0.009999999999999898,0.050000000000000044,0.08000000000000007,-0.08499999999999996,-0.02999999999999997,0.009999999999999995,-0.020000000000000018,0.06000000000000005,-0.050000000000000044,Biden,SurveyMonkey,Edison
33,National,0.010000000000000009,0.03999999999999998,0.009999999999999995,-0.02999999999999997,0.11499999999999999,0.07500000000000007,0.019999999999999907,0.030000000000000002,0.16999999999999998,0.08000000000000002,Trump,SurveyMonkey,Edison
34,Ohio,0.0,-0.010000000000000009,0.09000000000000008,0.05999999999999994,-0.05499999999999994,-0.034999999999999976,0.030000000000000006,-0.029999999999999916,0.03999999999999998,-0.09000000000000002,Biden,SurveyMonkey,Edison
35,Ohio,0.020000000000000018,0.06,-0.03,0.010000000000000009,0.08000000000000002,0.07500000000000007,0.0,0.04000000000000001,0.21999999999999997,0.13,Trump,SurveyMonkey,Edison
36,Oregon,0.0,-0.010000000000000009,,,0.0050000000000000044,0.025000000000000022,0.020000000000000004,0.020000000000000018,0.020000000000000018,-0.04999999999999993,Biden,SurveyMonkey,Edison
37,Oregon,0.010000000000000009,0.04999999999999999,,,0.010000000000000009,0.014999999999999958,0.010000000000000009,0.0,0.19999999999999998,0.06,Trump,SurveyMonkey,Edison
38,Pennsylvania,0.020000000000000018,-0.019999999999999907,0.10000000000000009,0.06999999999999995,-0.08999999999999997,-0.034999999999999976,0.020000000000000004,-0.010000000000000009,0.08000000000000002,-0.04999999999999999,Biden,SurveyMonkey,Edison
39,Pennsylvania,0.010000000000000009,0.06,-0.039999999999999994,-0.010000000000000009,0.125,0.09500000000000008,0.0,0.030000000000000006,0.18,0.08000000000000002,Trump,SurveyMonkey,Edison
40,South Carolina,0.06999999999999995,-0.06,0.06000000000000005,,-0.10999999999999999,-0.04999999999999999,0.010000000000000002,0.0,0.020000000000000018,-0.019999999999999962,Biden,SurveyMonkey,Edison
41,South Carolina,-0.040000000000000036,0.10000000000000003,0.0,,0.14,0.09500000000000008,0.010000000000000009,0.03,0.26,0.05999999999999994,Trump,SurveyMonkey,Edison
42,Texas,0.010000000000000009,0.010000000000000009,0.08000000000000007,0.039999999999999925,-0.06,-0.0050000000000000044,0.010000000000000002,0.010000000000000009,0.06,-0.010000000000000009,Biden,SurveyMonkey,Edison
43,Texas,0.009999999999999898,0.04999999999999999,-0.010000000000000009,0.04999999999999999,0.08000000000000007,0.04499999999999993,0.009999999999999898,0.02,0.22,0.04999999999999993,Trump,SurveyMonkey,Edison
44,Virginia,0.020000000000000018,0.010000000000000009,0.040000000000000036,0.040000000000000036,-0.09999999999999998,0.025000000000000022,0.039999999999999994,-0.010000000000000009,0.08999999999999997,-0.10000000000000003,Biden,SurveyMonkey,Edison
45,Virginia,0.0,0.03999999999999998,0.03,0.0,0.12,0.030000000000000027,-0.020000000000000018,0.03,0.13,0.14,Trump,SurveyMonkey,Edison
46,Washington,-0.040000000000000036,0.020000000000000018,,,0.08000000000000007,0.020000000000000018,0.05,-0.010000000000000009,0.06000000000000005,-0.040000000000000036,Biden,SurveyMonkey,Edison
47,Washington,0.040000000000000036,0.04999999999999999,,,-0.06,0.034999999999999976,-0.040000000000000036,0.019999999999999997,0.18000000000000002,0.06,Trump,SurveyMonkey,Edison
48,Wisconsin,0.020000000000000018,-0.019999999999999907,0.14,0.020000000000000018,-0.07999999999999996,-0.0050000000000000044,0.04000000000000001,-0.010000000000000009,0.08000000000000002,-0.050000000000000044,Biden,SurveyMonkey,Edison
49,Wisconsin,0.010000000000000009,0.08000000000000002,-0.06000000000000001,0.03999999999999998,0.11499999999999999,0.04499999999999993,-0.009999999999999898,0.03,0.15999999999999998,0.10000000000000003,Trump,SurveyMonkey,Edison
50,Arizona,-0.027000000000000024,0.05700000000000005,,0.483,,,0.028999999999999998,0.09199999999999997,-0.03700000000000003,0.0020000000000000018,Biden,Emerson,Edison
51,Arizona,0.08799999999999997,-0.019000000000000017,,0.07,,,-0.010999999999999899,-0.092,0.136,-0.007000000000000006,Trump,Emerson,Edison
52,Florida,0.03600000000000003,-0.07599999999999996,0.14,-0.21599999999999997,,,-0.07999999999999999,0.05999999999999994,0.07900000000000001,-0.08100000000000002,Biden,Emerson,Edison
53,Florida,0.02300000000000002,0.08100000000000002,-0.06,0.24800000000000003,,,0.10299999999999998,-0.03900000000000001,-0.03600000000000003,0.09900000000000003,Trump,Emerson,Edison
54,Georgia,0.033999999999999975,-0.0050000000000000044,0.04200000000000004,-0.18000000000000005,,,-0.033000000000000015,0.039999999999999925,0.015000000000000013,-0.03700000000000003,Biden,Emerson,Edison
55,Georgia,0.008000000000000007,0.007000000000000062,-0.006999999999999992,0.203,,,0.039000000000000035,-0.028000000000000004,0.08799999999999997,0.05400000000000005,Trump,Emerson,Edison
56,Iowa,0.029000000000000026,-0.030000000000000027,-0.040000000000000036,0.36200000000000004,,,-0.010999999999999996,0.03700000000000003,0.10200000000000004,-0.03799999999999998,Biden,Emerson,Edison
57,Iowa,0.016000000000000014,0.09399999999999997,0.22,0.0020000000000000018,,,0.040000000000000036,-0.002999999999999989,0.031000000000000028,0.04600000000000004,Trump,Emerson,Edison
58,Maine,-0.05499999999999999,0.015000000000000013,,,,,-0.04500000000000001,0.039000000000000035,0.11699999999999999,0.020000000000000018,Biden,Emerson,Edison
59,Maine,0.03400000000000003,0.0020000000000000573,,,,,0.050000000000000044,-0.045,-0.10100000000000003,-0.012999999999999956,Trump,Emerson,Edison
60,Michigan,-0.045999999999999985,0.027000000000000024,,,,,-0.02800000000000001,0.04499999999999993,-0.07899999999999996,0.007000000000000006,Biden,Emerson,Edison
61,Michigan,0.07900000000000001,-0.006000000000000005,,,,,0.04699999999999993,-0.029000000000000005,0.136,0.010000000000000009,Trump,Emerson,Edison
62,North Carolina,-0.043999999999999984,0.09000000000000002,0.05900000000000005,0.479,,,-0.04199999999999999,0.139,0.08100000000000002,0.065,Biden,Emerson,Edison
63,North Carolina,0.10600000000000004,-0.03799999999999998,-0.03,0.14699999999999996,,,0.06900000000000006,-0.091,0.0,0.007000000000000006,Trump,Emerson,Edison
64,Nevada,0.006000000000000061,0.02400000000000002,0.34,-0.04500000000000004,,,-0.010999999999999996,0.10899999999999999,-0.018000000000000016,-0.044999999999999984,Biden,Emerson,Edison
65,Nevada,-0.0040000000000000036,0.010000000000000009,-0.24,0.025999999999999968,,,0.017000000000000015,-0.076,0.05399999999999999,0.04500000000000004,Trump,Emerson,Edison
66,Ohio,0.012000000000000066,-0.07399999999999995,,,,,-0.05199999999999999,0.06599999999999995,-0.06700000000000006,-0.14700000000000002,Biden,Emerson,Edison
67,Ohio,0.0050000000000000044,0.07799999999999996,,,,,0.07200000000000006,-0.063,0.08899999999999997,0.14299999999999996,Trump,Emerson,Edison
68,Pennsylvania,-0.02999999999999997,0.029000000000000026,,,,,-0.021999999999999992,0.08200000000000007,0.10000000000000003,-0.034999999999999976,Biden,Emerson,Edison
69,Pennsylvania,0.06400000000000006,-0.0010000000000000009,,,,,0.03400000000000014,-0.07099999999999998,0.020000000000000018,0.04400000000000004,Trump,Emerson,Edison
70,Texas,-0.08700000000000002,0.026000000000000023,0.07000000000000006,-0.062000000000000055,,,-0.03699999999999999,0.06699999999999995,-0.09299999999999997,-0.05700000000000005,Biden,Emerson,Edison
71,Texas,0.07999999999999996,-0.016000000000000014,-0.04400000000000001,0.07700000000000001,,,0.040999999999999925,-0.060000000000000005,0.11200000000000004,0.08599999999999997,Trump,Emerson,Edison
72,Wisconsin,-0.08600000000000002,0.03700000000000003,,,,,-0.02099999999999999,0.0009999999999998899,-0.0020000000000000018,-0.08200000000000007,Biden,Emerson,Edison
73,Wisconsin,0.10299999999999998,-0.02899999999999997,,,,,0.02100000000000002,0.011000000000000003,0.02899999999999997,0.09200000000000008,Trump,Emerson,Edison
74,Arizona,0.02999999999999997,-0.010000000000000009,,0.12,-0.020000000000000018,-0.020000000000000018,0.01999999999999999,0.020000000000000018,-0.039999999999999925,0.02999999999999997,Biden,Marist,Edison
75,Arizona,0.010000000000000009,0.019999999999999962,,-0.08000000000000002,0.050000000000000044,0.039999999999999925,-0.010000000000000009,-0.03,0.09000000000000002,-0.020000000000000018,Trump,Marist,Edison
76,Florida,0.010000000000000009,-0.05999999999999994,0.050000000000000044,0.07,-0.14999999999999997,-0.019999999999999962,-0.01999999999999999,-0.010000000000000009,-0.010000000000000009,-0.08000000000000002,Biden,Marist,Edison
77,Florida,0.0,0.07,-0.04000000000000001,-0.06,0.16999999999999993,0.040000000000000036,0.030000000000000027,0.0,0.020000000000000018,0.09000000000000002,Trump,Marist,Edison
78,Michigan,-0.010000000000000009,0.07999999999999996,0.020000000000000018,,-0.030000000000000027,-0.06,0.019999999999999997,0.0,-0.050000000000000044,-0.020000000000000018,Biden,Marist,Edison
79,Michigan,0.030000000000000027,0.06,0.0,,0.09000000000000002,0.13,-0.010000000000000009,0.009999999999999998,0.08000000000000002,0.03999999999999998,Trump,Marist,Edison
80,North Carolina,0.030000000000000027,-0.06999999999999995,0.030000000000000027,,-0.10999999999999999,-0.07000000000000003,-0.019999999999999997,-0.010000000000000009,-0.020000000000000018,-0.08999999999999997,Biden,Marist,Edison
81,North Carolina,-0.010000000000000009,0.08000000000000002,-0.01999999999999999,,0.10999999999999999,0.08000000000000007,0.020000000000000018,0.009999999999999998,0.030000000000000027,0.08999999999999997,Trump,Marist,Edison
82,Pennsylvania,0.020000000000000018,-0.04999999999999993,,,-0.06999999999999995,-0.04999999999999999,-0.03,0.010000000000000009,-0.030000000000000027,-0.04999999999999999,Biden,Marist,Edison
83,Pennsylvania,0.010000000000000009,0.06,,,0.07,0.07000000000000006,0.030000000000000027,0.0,0.06,0.07,Trump,Marist,Edison
84,Wisconsin,-0.03999999999999998,-0.029999999999999916,,,-0.06999999999999995,-0.040000000000000036,0.030000000000000006,-0.020000000000000018,-0.04999999999999993,-0.12,Biden,Marist,Edison
85,Wisconsin,0.050000000000000044,0.03999999999999998,,,0.08999999999999997,0.039999999999999925,-0.019999999999999907,0.02,0.07,0.15000000000000002,Trump,Marist,Edison
86,Arizona,0.0,0.10999999999999999,,,0.050000000000000044,-0.13000000000000006,-0.81,0.9099999999999999,0.2,0.07,Biden,Monmouth,Edison
87,Arizona,0.07,-0.08000000000000007,,,-0.009999999999999953,0.16999999999999993,0.81,-0.9,-0.10000000000000003,-0.06000000000000005,Trump,Monmouth,Edison
88,Florida,-0.09000000000000002,0.14,,,0.03999999999999998,-0.29,-0.8400000000000001,0.9099999999999999,0.17000000000000004,-0.06,Biden,Monmouth,Edison
89,Florida,0.15000000000000002,-0.12,,,-0.010000000000000009,0.32,0.8600000000000001,-0.9099999999999999,-0.08000000000000002,0.08000000000000007,Trump,Monmouth,Edison
90,Georgia,-0.03999999999999998,0.10000000000000003,0.81,,-0.07,-0.52,-0.8999999999999999,0.94,0.23000000000000004,-0.13999999999999996,Biden,Monmouth,Edison
91,Georgia,0.07000000000000006,-0.08000000000000002,-0.79,,0.11000000000000004,0.55,0.8999999999999999,-0.94,-0.13999999999999996,0.14000000000000007,Trump,Monmouth,Edison
92,Iowa,-0.17999999999999994,0.10999999999999999,,,0.10999999999999999,-0.15000000000000002,-0.8500000000000001,0.9,0.09999999999999998,0.020000000000000018,Biden,Monmouth,Edison
93,Iowa,0.19999999999999996,-0.08000000000000007,,,-0.11999999999999994,0.18,0.88,-0.8999999999999999,-0.06,0.0,Trump,Monmouth,Edison
94,North Carolina,-0.07,0.11000000000000004,,,0.020000000000000018,-0.45000000000000007,-0.9099999999999999,0.9299999999999999,0.03999999999999998,-0.07999999999999996,Biden,Monmouth,Edison
95,North Carolina,0.12000000000000005,-0.09000000000000002,,,0.0,0.48000000000000004,0.9099999999999999,-0.9299999999999999,0.030000000000000027,0.07999999999999996,Trump,Monmouth,Edison
96,Pennsylvania,-0.03999999999999998,0.13000000000000006,,,0.14,-0.23999999999999994,-0.8400000000000001,0.8400000000000001,0.17000000000000004,-0.02999999999999997,Biden,Monmouth,Edison
97,Pennsylvania,0.10000000000000003,-0.10000000000000003,,,-0.11000000000000004,0.29000000000000004,0.86,-0.8300000000000001,-0.09000000000000002,0.030000000000000027,Trump,Monmouth,Edison
98,Arizona,-0.030000000000000027,-0.050000000000000044,,-0.050000000000000044,-0.010000000000000009,0.04999999999999999,0.039999999999999994,0.0,0.010000000000000009,0.020000000000000018,Biden,Siena,Edison
99,Arizona,0.010000000000000009,0.09999999999999998,,0.10999999999999999,0.07,-0.010000000000000009,-0.010000000000000009,0.009999999999999998,0.09999999999999998,0.020000000000000018,Trump,Siena,Edison
100,Florida,0.0,0.010000000000000009,0.10999999999999999,-0.020000000000000018,-0.06,-0.009999999999999953,-0.009999999999999995,0.029999999999999916,0.07000000000000006,-0.02999999999999997,Biden,Siena,Edison
101,Florida,0.07000000000000006,0.07,-0.009999999999999995,0.13,0.11999999999999994,0.07000000000000006,0.030000000000000027,0.010000000000000002,0.06,0.09000000000000002,Trump,Siena,Edison
102,Georgia,0.03999999999999998,0.030000000000000027,0.06999999999999995,,0.03999999999999998,0.020000000000000018,0.03,0.010000000000000009,0.09000000000000002,0.030000000000000027,Biden,Siena,Edison
103,Georgia,0.040000000000000036,0.040000000000000036,0.020000000000000004,,0.030000000000000027,0.030000000000000027,-0.020000000000000018,0.03,0.08000000000000002,0.050000000000000044,Trump,Siena,Edison
104,Iowa,0.020000000000000018,-0.040000000000000036,,,-0.040000000000000036,-0.019999999999999962,0.020000000000000004,-0.009999999999999898,0.010000000000000009,-0.03999999999999998,Biden,Siena,Edison
105,Iowa,0.06999999999999995,0.12,,,0.10000000000000003,0.12,0.030000000000000027,0.04000000000000001,0.14,0.12000000000000005,Trump,Siena,Edison
106,Michigan,-0.020000000000000018,0.04999999999999993,0.08000000000000007,,-0.06999999999999995,0.0,0.019999999999999997,0.020000000000000018,0.07,-0.07999999999999996,Biden,Siena,Edison
107,Michigan,0.10000000000000003,0.03999999999999998,0.030000000000000006,,0.13,0.05999999999999994,0.019999999999999907,0.0,0.08000000000000002,0.13,Trump,Siena,Edison
108,Montana,-0.019999999999999962,-0.040000000000000036,,,-0.06999999999999995,0.0,-0.010000000000000009,0.020000000000000018,0.0,-0.03999999999999998,Biden,Siena,Edison
109,Montana,0.07999999999999996,0.09000000000000002,,,0.12999999999999995,0.040000000000000036,0.010000000000000009,-0.020000000000000004,0.09000000000000002,0.08000000000000007,Trump,Siena,Edison
110,North Carolina,0.0,0.020000000000000018,0.040000000000000036,,0.010000000000000009,-0.1,-0.010000000000000002,0.030000000000000027,-0.010000000000000009,-0.04999999999999999,Biden,Siena,Edison
111,North Carolina,0.07000000000000006,0.020000000000000018,0.020000000000000004,,0.03999999999999998,0.13,0.029999999999999916,-0.010000000000000002,0.10000000000000003,0.05999999999999994,Trump,Siena,Edison
112,Nevada,0.030000000000000027,0.0,,,0.0,0.010000000000000009,-0.020000000000000004,-0.010000000000000009,0.08000000000000002,-0.04999999999999999,Biden,Siena,Edison
113,Nevada,0.010000000000000009,0.08000000000000002,,,0.03999999999999998,0.04999999999999993,0.04999999999999993,0.020000000000000004,0.020000000000000018,0.08000000000000002,Trump,Siena,Edison
114,Ohio,0.0,0.0,,,-0.030000000000000027,-0.03999999999999998,0.0,-0.019999999999999907,0.06,-0.09000000000000002,Biden,Siena,Edison
115,Ohio,0.09999999999999998,0.07999999999999996,,,0.09000000000000002,0.12,0.040000000000000036,0.030000000000000006,0.09999999999999998,0.14,Trump,Siena,Edison
116,Pennsylvania,0.0,0.010000000000000009,,,-0.039999999999999925,-0.04999999999999999,0.0,0.020000000000000018,0.040000000000000036,-0.07,Biden,Siena,Edison
117,Pennsylvania,0.08000000000000007,0.03999999999999998,,,0.09000000000000002,0.09999999999999998,0.020000000000000018,0.010000000000000009,0.08000000000000002,0.12000000000000005,Trump,Siena,Edison
118,Texas,0.040000000000000036,0.0,0.12,0.010000000000000009,0.03999999999999998,0.010000000000000009,0.010000000000000002,0.029999999999999916,0.10999999999999999,-0.010000000000000009,Biden,Siena,Edison
119,Texas,0.019999999999999907,0.07,-0.03,0.06999999999999995,0.020000000000000018,0.040000000000000036,0.0,0.0,0.040000000000000036,0.039999999999999925,Trump,Siena,Edison
120,Wisconsin,-0.02999999999999997,0.0,,,-0.05999999999999994,-0.040000000000000036,0.030000000000000006,-0.010000000000000009,-0.04999999999999993,-0.07000000000000006,Biden,Siena,Edison
121,Wisconsin,0.09000000000000002,0.06,,,0.08999999999999997,0.09999999999999998,-0.009999999999999898,0.02,0.13,0.10000000000000003,Trump,Siena,Edison
